gene,magnitude,S,R,target_baseMean,n_cells_target,detectable,C
MAPKAPK2,4.7736945152282715,0.006747779902070761,0.0629141703248024,0.3016401529312134,96,True,0.3860971524288107
ATAD2B,4.440465450286865,0.03922652453184128,-0.06648078560829163,0.1140856221318245,84,False,
PRKAA1,4.057713985443115,0.014763978309929371,0.06157873943448067,0.27883198857307434,115,False,
RHOA,4.836670398712158,0.024353856220841408,-0.039091382175683975,1.5190106630325317,64,True,0.2018425460636516
YY1,4.571523666381836,0.0532466322183609,0.024107297882437706,0.7394536733627319,82,False,
RCL1,5.338276386260986,0.013046732172369957,-0.027269043028354645,0.10196531563997269,70,True,0.11557788944723618
SLC4A1,4.628877639770508,0.04669010639190674,-0.12725602090358734,0.0017947680316865444,84,False,
CD40,4.074429512023926,0.01094087678939104,-0.06628063321113586,0.6288471221923828,104,False,
MUC21,5.237237453460693,0.04769982770085335,-0.018913060426712036,,73,True,0.29564489112227804
HLA-G,3.740081787109375,0.039014022797346115,-0.06382691860198975,0.08654233813285828,114,False,
MAP3K14,5.553344249725342,0.0008126323809847236,0.004755040165036917,0.03434300050139427,55,True,0.15242881072026798
GPSM3,4.7202229499816895,0.0737113207578659,0.11599894613027573,1.0460472106933594,97,True,0.7881072026800671
CIITA,3.9808716773986816,0.035253897309303284,0.0030634342692792416,0.014276019297540188,103,False,
PPP1R10,6.299404144287109,0.03129119798541069,-0.04524608328938484,0.48981404304504395,40,True,0.1390284757118928
EGFR,5.373815059661865,0.04136933386325836,-0.002992711029946804,0.013992632739245892,67,True,0.30904522613065327
NFKBIB,5.6062188148498535,0.1000719889998436,-0.040814392268657684,0.16796407103538513,64,True,0.4053601340033501
LY96,6.172826766967773,0.05633940547704697,0.019377317279577255,0.0381624698638916,57,True,0.37353433835845895
NCOA5,5.439658164978027,0.0312183927744627,-0.030118826776742935,0.11318626254796982,51,True,0.19597989949748745
UQCR10,4.775245189666748,0.09176496416330338,0.03390459343791008,1.46735680103302,79,True,0.6624790619765494
LEF1,4.772848129272461,0.05137177184224129,0.0022848164662718773,0.019254814833402634,79,True,0.44221105527638194
HLA-DQB1,5.318629741668701,0.008993729948997498,-0.12272797524929047,0.01603851653635502,57,True,0.03098827470686767
RC3H1,4.764569282531738,0.029461584985256195,0.02456394024193287,0.39258840680122375,86,True,0.4137353433835846
ACVR1B,5.4235005378723145,0.09568106383085251,-0.13538558781147003,0.04811657592654228,73,True,0.36348408710217756
NAMPT,9.029253959655762,0.033375609666109085,0.11839757859706879,0.7958629727363586,30,True,0.45226130653266333
HSPA1B,4.5544047355651855,0.06976408511400223,0.036785390228033066,0.2291961908340454,80,False,
TMCO4,5.00606107711792,0.047399215400218964,-0.030198756605386734,0.036810118705034256,67,True,0.29229480737018426
JRK,5.516567230224609,0.11709050834178925,0.13456425070762634,0.08701875060796738,75,True,0.7822445561139029
TIRAP,5.531594276428223,0.16279099881649017,0.1451963186264038,0.018338948488235474,83,True,0.8534338358458962
CYBA,5.293362140655518,0.08170466870069504,-0.022486522793769836,2.754375696182251,68,True,0.4128978224455611
TMEM80,5.78040885925293,0.023059111088514328,0.02168980985879898,0.19408336281776428,56,True,0.25963149078726966
SEPHS2,4.2906880378723145,0.032919351011514664,-0.00826489832252264,0.435477614402771,90,False,
G6PD,3.910334348678589,0.049992144107818604,-0.010140834376215935,0.35521891713142395,131,False,
MYC,6.878462791442871,0.12966474890708923,0.08687916398048401,0.13596980273723602,49,True,0.7160804020100503
VCAN,4.810896396636963,0.08712916821241379,-0.0107578681781888,0.14383074641227722,80,True,0.5142378559463987
PAF1,7.490563869476318,0.058820392936468124,0.04281498119235039,0.14885112643241882,34,True,0.4396984924623115
WDR61,5.4147725105285645,0.012432608753442764,0.057527679949998856,0.2695775628089905,66,True,0.3207705192629816
DDX18,9.498309135437012,0.09540756791830063,-0.026557281613349915,0.4020465910434723,24,True,0.37688442211055273
NOD1,6.043310642242432,0.09463293105363846,0.009583828039467335,0.019237734377384186,64,True,0.49329983249581244
RNF40,5.403140544891357,0.05284223333001137,0.03951101750135422,0.1878267079591751,68,True,0.47068676716917923
GOSR2,4.919634819030762,0.06155431270599365,0.04599538818001747,0.21100500226020813,79,True,0.5845896147403685
UBE2N,5.056506633758545,0.05410952493548393,0.0053133051842451096,0.44577908515930176,75,True,0.41959798994974873
